# gapseq version: 1.4.0
# Sequence DB md5sum: 954ab58 (2024-11-06, Bacteria)
# Genome format: nucl
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
RXN-21779	short chain 2-methyl-2-enoyl-CoA hydratase	4.2.1.17		UniRef90_A1S1I8	32.102	5.18e-65	232	95	gnl|DSMZ|unitig_0|quiver_consensus	41120	43198	|PWY-8181|	good_blast	full	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit 1	0	1
RXN-21779	short chain 2-methyl-2-enoyl-CoA hydratase	4.2.1.17		UniRef90_A3Q8U4	31.729	1.06e-63	228	90	gnl|DSMZ|unitig_0|quiver_consensus	41258	43210	|PWY-8181|	good_blast	full	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit 1	0	1
RXN-21779	short chain 2-methyl-2-enoyl-CoA hydratase	4.2.1.17		UniRef90_A1S7L6	35.993	3.36e-57	208	82	gnl|DSMZ|unitig_0|quiver_consensus	41111	42892	|PWY-8181|	good_blast	full	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit 1	0	1
RXN-21779	short chain 2-methyl-2-enoyl-CoA hydratase	4.2.1.17		UniRef90_A3QFP3	35.270	8.35e-57	207	97	gnl|DSMZ|unitig_0|quiver_consensus	41132	43237	|PWY-8181|	good_blast	full	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit 1	0	1
RXN-21779	short chain 2-methyl-2-enoyl-CoA hydratase	4.2.1.17	NA	UniRef90_P9WNN9	43.145	2.46e-55	188	100	gnl|DSMZ|unitig_0|quiver_consensus	875187	875927	|PWY-8181|	bad_blast	full	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit undefined	0	1
RXN-21780	medium-chain 2-methyl-2-enoyl-CoA hydratase	4.2.1.17		UniRef90_A0KEL1	32.000	5.27e-74	259	98	gnl|DSMZ|unitig_0|quiver_consensus	41138	43258	|PWY-8181|	good_blast	full	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit 1	0	1
RXN-21780	medium-chain 2-methyl-2-enoyl-CoA hydratase	4.2.1.17		UniRef90_A1S1I8	32.102	5.18e-65	232	95	gnl|DSMZ|unitig_0|quiver_consensus	41120	43198	|PWY-8181|	good_blast	full	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit 1	0	1
RXN-21780	medium-chain 2-methyl-2-enoyl-CoA hydratase	4.2.1.17		UniRef90_A3Q8U4	31.729	1.06e-63	228	90	gnl|DSMZ|unitig_0|quiver_consensus	41258	43210	|PWY-8181|	good_blast	full	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit 1	0	1
RXN-21780	medium-chain 2-methyl-2-enoyl-CoA hydratase	4.2.1.17		UniRef90_A1S7L6	35.993	3.36e-57	208	82	gnl|DSMZ|unitig_0|quiver_consensus	41111	42892	|PWY-8181|	good_blast	full	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit 1	0	1
RXN-21780	medium-chain 2-methyl-2-enoyl-CoA hydratase	4.2.1.17		UniRef90_A3QFP3	35.270	8.35e-57	207	97	gnl|DSMZ|unitig_0|quiver_consensus	41132	43237	|PWY-8181|	good_blast	full	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit 1	0	1
RXN-21780	medium-chain 2-methyl-2-enoyl-CoA hydratase	4.2.1.17	NA	UniRef90_P9WNN9	43.145	2.46e-55	188	100	gnl|DSMZ|unitig_0|quiver_consensus	875187	875927	|PWY-8181|	bad_blast	full	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit undefined	0	1
RXN-21781	long-chain 2-methyl-2-enoyl-CoA hydratase	4.2.1.17		UniRef90_A0KEL1	32.000	5.27e-74	259	98	gnl|DSMZ|unitig_0|quiver_consensus	41138	43258	|PWY-8181|	good_blast	full	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit 1	0	1
RXN-21781	long-chain 2-methyl-2-enoyl-CoA hydratase	4.2.1.17		UniRef90_A1S1I8	32.102	5.18e-65	232	95	gnl|DSMZ|unitig_0|quiver_consensus	41120	43198	|PWY-8181|	good_blast	full	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit 1	0	1
RXN-21781	long-chain 2-methyl-2-enoyl-CoA hydratase	4.2.1.17		UniRef90_A3Q8U4	31.729	1.06e-63	228	90	gnl|DSMZ|unitig_0|quiver_consensus	41258	43210	|PWY-8181|	good_blast	full	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit 1	0	1
RXN-21781	long-chain 2-methyl-2-enoyl-CoA hydratase	4.2.1.17		UniRef90_A1S7L6	35.993	3.36e-57	208	82	gnl|DSMZ|unitig_0|quiver_consensus	41111	42892	|PWY-8181|	good_blast	full	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit 1	0	1
RXN-21781	long-chain 2-methyl-2-enoyl-CoA hydratase	4.2.1.17		UniRef90_A3QFP3	35.270	8.35e-57	207	97	gnl|DSMZ|unitig_0|quiver_consensus	41132	43237	|PWY-8181|	good_blast	full	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit 1	0	1
RXN-21781	long-chain 2-methyl-2-enoyl-CoA hydratase	4.2.1.17	NA	UniRef90_P9WNN9	43.145	2.46e-55	188	100	gnl|DSMZ|unitig_0|quiver_consensus	875187	875927	|PWY-8181|	bad_blast	full	rxn02181 rxn02888 rxn02911 rxn02934 rxn02949 rxn03240 rxn03241 rxn03245 rxn03247 rxn03250 rxn04274 rxn04275 rxn04751 rxn06216 rxn06347 rxn07234 rxn07679 rxn07683 rxn07687 rxn07882 rxn08413 rxn11152 rxn13450 rxn19660 rxn20198 rxn21060 rxn21067 rxn21068 rxn21571 rxn24473 rxn27846 rxn28323 rxn28355 rxn28371 rxn28372 rxn31755 rxn37816 	Subunit undefined	0	1
RXN-21782	short-chain (3S)-3-hydroxy-2-methylacyl-CoA dehydrogenase	1.1.1.178		UniRef50_A0A1A8XIX2	56.701	1.22e-69	229	77	gnl|DSMZ|unitig_0|quiver_consensus	102295	102876	|PWY-8181|	good_blast	full	rxn02933 rxn13419 	NA	0	1
RXN-21783	medium-chain 3-hydroxy-2-methylacyl-CoA dehydrogenase	1.1.1.35		UniRef90_A0KEL1	32.000	5.27e-74	259	98	gnl|DSMZ|unitig_0|quiver_consensus	41138	43258	|PWY-8181|	good_blast	full	rxn01451 rxn03239 rxn03242 rxn03244 rxn03246 rxn03249 rxn03287 rxn03289 rxn03860 rxn04750 rxn06037 rxn06777 rxn07680 rxn07684 rxn07688 rxn07883 rxn08700 rxn15495 rxn15510 rxn20473 rxn21061 rxn21065 rxn21066 rxn21572 rxn23121 rxn23125 rxn23153 rxn27454 rxn30548 rxn31677 rxn31684 rxn31720 rxn32645 	Subunit 1	0	1
RXN-21783	medium-chain 3-hydroxy-2-methylacyl-CoA dehydrogenase	1.1.1.35		UniRef90_A1S1I8	32.102	5.18e-65	232	95	gnl|DSMZ|unitig_0|quiver_consensus	41120	43198	|PWY-8181|	good_blast	full	rxn01451 rxn03239 rxn03242 rxn03244 rxn03246 rxn03249 rxn03287 rxn03289 rxn03860 rxn04750 rxn06037 rxn06777 rxn07680 rxn07684 rxn07688 rxn07883 rxn08700 rxn15495 rxn15510 rxn20473 rxn21061 rxn21065 rxn21066 rxn21572 rxn23121 rxn23125 rxn23153 rxn27454 rxn30548 rxn31677 rxn31684 rxn31720 rxn32645 	Subunit 1	0	1
RXN-21783	medium-chain 3-hydroxy-2-methylacyl-CoA dehydrogenase	1.1.1.35		UniRef90_A3Q8U4	31.729	1.06e-63	228	90	gnl|DSMZ|unitig_0|quiver_consensus	41258	43210	|PWY-8181|	good_blast	full	rxn01451 rxn03239 rxn03242 rxn03244 rxn03246 rxn03249 rxn03287 rxn03289 rxn03860 rxn04750 rxn06037 rxn06777 rxn07680 rxn07684 rxn07688 rxn07883 rxn08700 rxn15495 rxn15510 rxn20473 rxn21061 rxn21065 rxn21066 rxn21572 rxn23121 rxn23125 rxn23153 rxn27454 rxn30548 rxn31677 rxn31684 rxn31720 rxn32645 	Subunit 1	0	1
RXN-21783	medium-chain 3-hydroxy-2-methylacyl-CoA dehydrogenase	1.1.1.35		UniRef90_A1S7L6	35.993	3.36e-57	208	82	gnl|DSMZ|unitig_0|quiver_consensus	41111	42892	|PWY-8181|	good_blast	full	rxn01451 rxn03239 rxn03242 rxn03244 rxn03246 rxn03249 rxn03287 rxn03289 rxn03860 rxn04750 rxn06037 rxn06777 rxn07680 rxn07684 rxn07688 rxn07883 rxn08700 rxn15495 rxn15510 rxn20473 rxn21061 rxn21065 rxn21066 rxn21572 rxn23121 rxn23125 rxn23153 rxn27454 rxn30548 rxn31677 rxn31684 rxn31720 rxn32645 	Subunit 1	0	1
RXN-21783	medium-chain 3-hydroxy-2-methylacyl-CoA dehydrogenase	1.1.1.35		UniRef90_A3QFP3	35.270	8.35e-57	207	97	gnl|DSMZ|unitig_0|quiver_consensus	41132	43237	|PWY-8181|	good_blast	full	rxn01451 rxn03239 rxn03242 rxn03244 rxn03246 rxn03249 rxn03287 rxn03289 rxn03860 rxn04750 rxn06037 rxn06777 rxn07680 rxn07684 rxn07688 rxn07883 rxn08700 rxn15495 rxn15510 rxn20473 rxn21061 rxn21065 rxn21066 rxn21572 rxn23121 rxn23125 rxn23153 rxn27454 rxn30548 rxn31677 rxn31684 rxn31720 rxn32645 	Subunit 1	0	1
RXN-21783	medium-chain 3-hydroxy-2-methylacyl-CoA dehydrogenase	1.1.1.35		UniRef90_Q0AVM2	45.126	8.10e-69	228	99	gnl|DSMZ|unitig_0|quiver_consensus	848042	848869	|PWY-8181|	good_blast	full	rxn01451 rxn03239 rxn03242 rxn03244 rxn03246 rxn03249 rxn03287 rxn03289 rxn03860 rxn04750 rxn06037 rxn06777 rxn07680 rxn07684 rxn07688 rxn07883 rxn08700 rxn15495 rxn15510 rxn20473 rxn21061 rxn21065 rxn21066 rxn21572 rxn23121 rxn23125 rxn23153 rxn27454 rxn30548 rxn31677 rxn31684 rxn31720 rxn32645 	Subunit undefined	0	1
RXN-21783	medium-chain 3-hydroxy-2-methylacyl-CoA dehydrogenase	1.1.1.35		UniRef90_Q0AVM2	43.214	1.19e-67	224	99	gnl|DSMZ|unitig_0|quiver_consensus	2302072	2302905	|PWY-8181|	good_blast	full	rxn01451 rxn03239 rxn03242 rxn03244 rxn03246 rxn03249 rxn03287 rxn03289 rxn03860 rxn04750 rxn06037 rxn06777 rxn07680 rxn07684 rxn07688 rxn07883 rxn08700 rxn15495 rxn15510 rxn20473 rxn21061 rxn21065 rxn21066 rxn21572 rxn23121 rxn23125 rxn23153 rxn27454 rxn30548 rxn31677 rxn31684 rxn31720 rxn32645 	Subunit undefined	0	1
RXN-21784	long-chain 3-hydroxy-2-methylacyl-CoA dehydrogenase	1.1.1.35		UniRef90_A0KEL1	32.000	5.27e-74	259	98	gnl|DSMZ|unitig_0|quiver_consensus	41138	43258	|PWY-8181|	good_blast	full	rxn01451 rxn03239 rxn03242 rxn03244 rxn03246 rxn03249 rxn03287 rxn03289 rxn03860 rxn04750 rxn06037 rxn06777 rxn07680 rxn07684 rxn07688 rxn07883 rxn08700 rxn15495 rxn15510 rxn20473 rxn21061 rxn21065 rxn21066 rxn21572 rxn23121 rxn23125 rxn23153 rxn27454 rxn30548 rxn31677 rxn31684 rxn31720 rxn32645 	Subunit 1	0	1
RXN-21784	long-chain 3-hydroxy-2-methylacyl-CoA dehydrogenase	1.1.1.35		UniRef90_A1S1I8	32.102	5.18e-65	232	95	gnl|DSMZ|unitig_0|quiver_consensus	41120	43198	|PWY-8181|	good_blast	full	rxn01451 rxn03239 rxn03242 rxn03244 rxn03246 rxn03249 rxn03287 rxn03289 rxn03860 rxn04750 rxn06037 rxn06777 rxn07680 rxn07684 rxn07688 rxn07883 rxn08700 rxn15495 rxn15510 rxn20473 rxn21061 rxn21065 rxn21066 rxn21572 rxn23121 rxn23125 rxn23153 rxn27454 rxn30548 rxn31677 rxn31684 rxn31720 rxn32645 	Subunit 1	0	1
RXN-21784	long-chain 3-hydroxy-2-methylacyl-CoA dehydrogenase	1.1.1.35		UniRef90_A3Q8U4	31.729	1.06e-63	228	90	gnl|DSMZ|unitig_0|quiver_consensus	41258	43210	|PWY-8181|	good_blast	full	rxn01451 rxn03239 rxn03242 rxn03244 rxn03246 rxn03249 rxn03287 rxn03289 rxn03860 rxn04750 rxn06037 rxn06777 rxn07680 rxn07684 rxn07688 rxn07883 rxn08700 rxn15495 rxn15510 rxn20473 rxn21061 rxn21065 rxn21066 rxn21572 rxn23121 rxn23125 rxn23153 rxn27454 rxn30548 rxn31677 rxn31684 rxn31720 rxn32645 	Subunit 1	0	1
RXN-21784	long-chain 3-hydroxy-2-methylacyl-CoA dehydrogenase	1.1.1.35		UniRef90_A1S7L6	35.993	3.36e-57	208	82	gnl|DSMZ|unitig_0|quiver_consensus	41111	42892	|PWY-8181|	good_blast	full	rxn01451 rxn03239 rxn03242 rxn03244 rxn03246 rxn03249 rxn03287 rxn03289 rxn03860 rxn04750 rxn06037 rxn06777 rxn07680 rxn07684 rxn07688 rxn07883 rxn08700 rxn15495 rxn15510 rxn20473 rxn21061 rxn21065 rxn21066 rxn21572 rxn23121 rxn23125 rxn23153 rxn27454 rxn30548 rxn31677 rxn31684 rxn31720 rxn32645 	Subunit 1	0	1
RXN-21784	long-chain 3-hydroxy-2-methylacyl-CoA dehydrogenase	1.1.1.35		UniRef90_A3QFP3	35.270	8.35e-57	207	97	gnl|DSMZ|unitig_0|quiver_consensus	41132	43237	|PWY-8181|	good_blast	full	rxn01451 rxn03239 rxn03242 rxn03244 rxn03246 rxn03249 rxn03287 rxn03289 rxn03860 rxn04750 rxn06037 rxn06777 rxn07680 rxn07684 rxn07688 rxn07883 rxn08700 rxn15495 rxn15510 rxn20473 rxn21061 rxn21065 rxn21066 rxn21572 rxn23121 rxn23125 rxn23153 rxn27454 rxn30548 rxn31677 rxn31684 rxn31720 rxn32645 	Subunit 1	0	1
RXN-21784	long-chain 3-hydroxy-2-methylacyl-CoA dehydrogenase	1.1.1.35		UniRef90_Q0AVM2	45.126	8.10e-69	228	99	gnl|DSMZ|unitig_0|quiver_consensus	848042	848869	|PWY-8181|	good_blast	full	rxn01451 rxn03239 rxn03242 rxn03244 rxn03246 rxn03249 rxn03287 rxn03289 rxn03860 rxn04750 rxn06037 rxn06777 rxn07680 rxn07684 rxn07688 rxn07883 rxn08700 rxn15495 rxn15510 rxn20473 rxn21061 rxn21065 rxn21066 rxn21572 rxn23121 rxn23125 rxn23153 rxn27454 rxn30548 rxn31677 rxn31684 rxn31720 rxn32645 	Subunit undefined	0	1
RXN-21784	long-chain 3-hydroxy-2-methylacyl-CoA dehydrogenase	1.1.1.35		UniRef90_Q0AVM2	43.214	1.19e-67	224	99	gnl|DSMZ|unitig_0|quiver_consensus	2302072	2302905	|PWY-8181|	good_blast	full	rxn01451 rxn03239 rxn03242 rxn03244 rxn03246 rxn03249 rxn03287 rxn03289 rxn03860 rxn04750 rxn06037 rxn06777 rxn07680 rxn07684 rxn07688 rxn07883 rxn08700 rxn15495 rxn15510 rxn20473 rxn21061 rxn21065 rxn21066 rxn21572 rxn23121 rxn23125 rxn23153 rxn27454 rxn30548 rxn31677 rxn31684 rxn31720 rxn32645 	Subunit undefined	0	1
RXN-21785	short-chain 2-methyl-3-oxoacyl-CoA thiolase	2.3.1.16		UniRef90_A6TC20	37.793	7.92e-73	246	98	gnl|DSMZ|unitig_0|quiver_consensus	1456255	1457514	|PWY-8181|	good_blast	full	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-21785	short-chain 2-methyl-3-oxoacyl-CoA thiolase	2.3.1.16		UniRef90_A8GH87	39.186	5.90e-72	243	93	gnl|DSMZ|unitig_0|quiver_consensus	1456255	1457415	|PWY-8181|	good_blast	full	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-21785	short-chain 2-methyl-3-oxoacyl-CoA thiolase	2.3.1.16		UniRef90_B2VJ10	37.559	3.24e-71	241	98	gnl|DSMZ|unitig_0|quiver_consensus	1456255	1457514	|PWY-8181|	good_blast	full	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-21785	short-chain 2-methyl-3-oxoacyl-CoA thiolase	2.3.1.16		UniRef90_B2VFE0	40.464	8.52e-71	238	100	gnl|DSMZ|unitig_0|quiver_consensus	1413812	1412655	|PWY-8181|	good_blast	full	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-21785	short-chain 2-methyl-3-oxoacyl-CoA thiolase	2.3.1.16		UniRef90_B2VFE0	39.659	2.11e-65	223	100	gnl|DSMZ|unitig_0|quiver_consensus	39862	41064	|PWY-8181|	good_blast	full	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-21785	short-chain 2-methyl-3-oxoacyl-CoA thiolase	2.3.1.16		UniRef90_A6VVM8	40.103	4.23e-62	213	100	gnl|DSMZ|unitig_0|quiver_consensus	1413815	1412655	|PWY-8181|	good_blast	full	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-21785	short-chain 2-methyl-3-oxoacyl-CoA thiolase	2.3.1.16		UniRef90_A6VVM8	38.308	6.58e-60	207	100	gnl|DSMZ|unitig_0|quiver_consensus	507331	508515	|PWY-8181|	good_blast	full	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-21785	short-chain 2-methyl-3-oxoacyl-CoA thiolase	2.3.1.16		UniRef90_B2VFE0	40.000	4.02e-59	204	100	gnl|DSMZ|unitig_0|quiver_consensus	507328	508515	|PWY-8181|	good_blast	full	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-21785	short-chain 2-methyl-3-oxoacyl-CoA thiolase	2.3.1.16		UniRef90_B2VFE0	39.356	2.52e-58	202	100	gnl|DSMZ|unitig_0|quiver_consensus	106265	105099	|PWY-8181|	good_blast	full	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-21786	propanoyl-CoA C-medium-chain acyltransferase	2.3.1.16		UniRef90_A6TC20	37.793	7.92e-73	246	98	gnl|DSMZ|unitig_0|quiver_consensus	1456255	1457514	|PWY-8181|	good_blast	full	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
